観測点番号,震度発表名称,機関,緯度,経度,メッシュコード,JCODE,AVS,ARV
2205772,鳴子通報所,気象庁,38.75,140.7,5840150522,8,518.1,0.8022
2210620,白石市亘理町＊,防災科研,38.008497,140.621,5740041921,11,321.6,1.2042
2210700,仙台空港,気象庁,38.1379,140.9278,5740176431,16,260.2,1.4425
2210730,名取市増田＊,自治体,38.1715,140.8918,5740270132,15,182.4,1.952
2210820,角田市角田＊,防災科研,37.9763,140.7818,5640767221,12,205.9,1.7605
2211020,岩沼市桜＊,防災科研,38.1049,140.8699,5740162941,15,193.2,1.8586
2211130,蔵王町円田＊,自治体,38.0982,140.6586,5740151243,8,480.1,0.8559
2211230,七ヶ宿町関＊,自治体,37.9931,140.4416,5640739512,8,531.5,0.7849
2211330,大河原町新南（旧）＊,自治体,38.05,140.73,5740056812,13,171.3,2.0597
2211331,大河原町新南＊,自治体,38.0494,140.7308,5740055834,12,214.1,1.7029
2211430,村田町村田＊,自治体,38.1185,140.7224,5740154722,10,310.4,1.2413
2211500,柴田町船岡,気象庁,38.0547,140.7626,5740066131,12,212,1.7179
2211630,宮城川崎町前川＊,自治体,38.1777,140.6432,5740251114,8,480.1,0.856
2211700,丸森町上滝,気象庁,37.8692,140.7896,5640664313,2,400.3,0.9994
2211730,丸森町鳥屋＊,自治体,37.9115,140.7653,5640669113,13,173.6,2.036
2211770,金山測候所,気象庁,37.87,140.77,5640664123,1,775.5,0.5689
2211830,亘理町下小路＊,自治体,38.03,140.85,5740063742,8,421.3,0.9568
2211831,亘理町悠里＊,自治体,#N/A,#N/A,0,0,0,0
2211930,山元町浅生原（旧）＊,自治体,37.97,140.88,5640776014,15,207.5,1.749
2211931,山元町浅生原＊,自治体,37.9617,140.8778,5640775013,8,415.1,0.9688
2220000,仙台青葉区大倉,気象庁,38.3679,140.6602,5740454222,3,457.1,0.8925
2220020,仙台青葉区作並＊,防災科研,38.3177,140.6357,5740358022,8,523.8,0.7948
2220040,仙台青葉区雨宮＊,自治体,38.2753,140.8586,5740363821,8,448.9,0.9064
2220041,仙台青葉区落合＊,自治体,38.2731,140.7894,5740362333,8,466.1,0.8779
2220100,仙台宮城野区五輪,気象庁,38.2622,140.8968,5740371123,8,363.4,1.0853
2220120,仙台宮城野区苦竹＊,防災科研,38.2663,140.9293,5740371434,15,195.9,1.8369
2220240,仙台若林区遠見塚＊,自治体,38.2428,140.914,5740279311,11,273.4,1.3827
2220340,仙台太白区山田＊,自治体,38.2209,140.8302,5740266632,9,293.6,1.3014
2220440,仙台泉区将監＊,自治体,38.3364,140.8864,5740470024,3,377.3,1.0509
2220500,石巻市泉町,気象庁,38.4277,141.2994,5741521324,3,305.1,1.2594
2220501,石巻市大瓜,気象庁,38.4574,141.3457,5741524743,3,422.5,0.9544
2220502,石巻市小渕浜,気象庁,38.32,141.47,5741338723,16,260.2,1.4425
2220520,石巻市門脇＊,自治体,38.43,141.28,5741521232,16,260.2,1.4425
2220521,石巻市北上町（旧）＊,自治体,38.58,141.45,5741639542,3,465.9,0.8782
2220522,石巻市鮎川浜＊,防災科研,38.305197,141.5044,5741346032,3,313.9,1.2293
2220523,石巻市大街道南＊,防災科研,38.4292,141.2818,5741521241,16,260.2,1.4425
2220524,石巻市北上町＊,防災科研,38.5676,141.4266,5741638411,3,386.3,1.0301
2220530,石巻市相野谷＊,自治体,38.5156,141.3157,5741621534,12,186.8,1.9129
2220531,石巻市雄勝町（旧）＊,自治体,38.52,141.47,5741632723,16,260.2,1.4425
2220532,石巻市前谷地＊,自治体,38.5094,141.1936,5741611512,15,207.5,1.749
2220533,石巻市桃生町（旧２）＊,自治体,38.57,141.25,5741628013,15,207.5,1.749
2220534,石巻市桃生町＊,自治体,38.562,141.2458,5741617923,15,207.5,1.749
2220535,石巻市雄勝町＊,自治体,38.5133,141.4989,5741631942,1,775.5,0.5689
2220560,石巻市桃生町（旧）＊,自治体,38.57,141.25,5741628013,15,207.5,1.749
2220620,塩竈市旭町＊,防災科研,38.3175,141.019297,5741308121,15,207.5,1.749
2220730,多賀城市中央（旧）＊,自治体,38.3,141,5741306011,3,368.9,1.0715
2220731,多賀城市中央＊,自治体,38.2938,141.0042,5741305014,3,366.1,1.0783
2220830,東松島市矢本（旧）＊,自治体,38.43,141.22,5741511741,15,193.2,1.8586
2220831,東松島市小野＊,自治体,38.4002,141.1643,5741418311,15,207.5,1.749
2220832,東松島市矢本＊,自治体,38.4263,141.2106,5741511622,15,202.8,1.7835
2220860,鳴瀬町小野（旧）＊,自治体,38.4,141.17,5741418321,3,378.9,1.0471
2220900,松島町松島,気象庁,38.38,141.07,5741405541,15,207.5,1.749
2220901,松島町高城,気象庁,38.3853,141.0691,5741406521,15,207.5,1.749
2220910,松島町高城（旧）,気象庁,38.38,141.07,5741405541,15,207.5,1.749
2221030,七ヶ浜町東宮浜（旧）＊,自治体,38.3,141.07,5741306521,3,398.5,1.0031
2221031,七ヶ浜町東宮浜＊,自治体,38.3046,141.0592,5741306441,3,402.9,0.9938
2221130,利府町利府＊,自治体,38.3303,140.9758,5740379831,10,267,1.4113
2221160,利府町利府（旧）＊,自治体,38.33,140.98,5740379832,10,262.5,1.4317
2221220,大和町吉岡＊,防災科研,38.446597,140.8874,5740573042,8,425.1,0.9495
2221330,大郷町粕川＊,自治体,38.4243,141.0044,5741500034,8,421.7,0.9559
2221530,大衡村大衡（旧）＊,自治体,38.47,140.88,5740576014,8,441.8,0.9188
2221531,大衡村大衡＊,自治体,38.4672,140.8801,5740576012,8,452.2,0.9007
2221630,女川町女川浜（旧）＊,自治体,38.45,141.45,5741534522,1,775.5,0.5689
2221631,女川町女川浜（旧２）＊,自治体,38.45,141.45,5741534522,1,775.5,0.5689
2221632,女川町鷲神浜＊,自治体,38.43,141.43,5741531432,3,448.3,0.9074
2221633,女川町女川浜（旧３）＊,自治体,38.45,141.45,5741534522,1,775.5,0.5689
2221634,女川町女川浜＊,自治体,38.4501,141.443,5741534512,3,395.4,1.0099
2221730,富谷市富谷＊,自治体,38.4,140.8955,5740478121,3,357.6,1.1
2221760,富谷町富谷（旧）＊,自治体,38.4,140.88,5740478012,3,352,1.115
2300000,能代市緑町,気象庁,40.1989,140.033,6040203243,17,194.5,1.8484
2300001,能代市常盤山谷,気象庁,40.2718,140.1612,6040312242,3,439.7,0.9225
2300020,能代市追分町＊,防災科研,40.2032,140.028797,6040204214,17,194.5,1.8484
2300030,能代市上町（旧）＊,自治体,40.22,140.03,6040206214,12,189.8,1.8877
2300031,能代市二ツ井町上台（旧）＊,自治体,40.2,140.23,6040214812,8,394.3,1.0123
2300032,能代市上町＊,自治体,40.2121,140.0266,6040205213,17,194.5,1.8484
2300033,能代市二ツ井町上台＊,自治体,40.2053,140.2321,6040214841,8,401,0.998
2300100,男鹿市男鹿中（旧）,気象庁,39.92,139.8,5939760413,8,441.1,0.92
2300101,男鹿市男鹿中,気象庁,39.9195,139.8066,5939760423,8,442.9,0.9169
2300130,男鹿市船川（旧）＊,自治体,39.88,139.85,5939665742,20,226.3,1.6244
2300131,男鹿市角間崎（旧）＊,自治体,39.97,139.92,5939776323,15,176.8,2.0049
2300132,男鹿市船川＊,自治体,39.8867,139.8475,5939666724,16,260.2,1.4425
2300133,男鹿市角間崎＊,自治体,39.9639,139.9156,5939775331,15,178.8,1.9855
2300160,若美町角間崎（旧）＊,自治体,39.97,139.92,5939776323,15,176.8,2.0049
2300730,藤里町藤琴（旧）＊,自治体,40.28,140.27,6040323141,8,468.1,0.8747
2300731,藤里町藤琴＊,自治体,40.2783,140.2617,6040323024,10,299.6,1.2791
2300900,五城目町西磯ノ目,気象庁,39.9438,140.1111,5940703824,15,207.5,1.749
2301130,八郎潟町大道（旧）＊,自治体,39.95,140.07,5940704521,15,190.9,1.8779
2301131,八郎潟町大道＊,自治体,39.9494,140.0733,5940703544,15,190.9,1.8779
2301430,井川町北川尻（旧）＊,自治体,39.92,140.08,5940700614,15,187,1.9112
2301431,井川町北川尻＊,自治体,39.9142,140.0813,5940609641,12,185.6,1.9237
2301630,大潟村中央（旧）＊,自治体,40.02,139.97,6039072723,19,181.4,1.9614
2301631,大潟村中央＊,自治体,40.0178,139.9601,6039072622,19,180.8,1.9673
2301730,潟上市昭和大久保＊,自治体,39.8698,140.0658,5940604514,15,207.5,1.749
2301731,潟上市飯田川下虻川＊,自治体,39.8833,140.0705,5940605543,12,185.6,1.9237
2301732,潟上市天王（旧）＊,自治体,39.88,139.98,5939675832,18,194.5,1.8484
2301733,潟上市天王＊,自治体,39.8572,140.0129,5940602133,17,194.5,1.8484
2301820,三種町ことおか中央公園＊,防災科研,40.0376,140.0919,6040004732,8,407,0.9853
2301830,三種町鹿渡（旧）＊,自治体,40.05,140.08,6040006612,8,349.7,1.1213
2301831,三種町豊岡（旧）＊,自治体,40.1,140.07,6040102521,13,163.6,2.1423
2301832,三種町鵜川＊,自治体,40.1015,140.005,6040102012,15,169.3,2.0807
2301833,三種町豊岡＊,自治体,40.1074,140.0725,6040102544,13,164.1,2.1364
2301834,三種町鹿渡＊,自治体,40.0458,140.0816,6040005623,8,367.6,1.0745
2301920,八峰町八森木戸の沢＊,防災科研,40.3888,139.982697,6039476841,8,444.4,0.9143
2301930,八峰町八森中浜＊,自治体,40.37,140.02,6040404123,8,461.5,0.8852
2301931,八峰町峰浜水沢＊,自治体,40.3,140.03,6040306212,10,234,1.5791
2301932,八峰町峰浜目名潟＊,自治体,40.3186,140.0386,6040308311,8,428.4,0.9433
2310000,秋田市山王,気象庁,39.7179,140.0995,5940406722,15,190.9,1.8779
2310001,秋田市雄和女米木,気象庁,39.5424,140.2053,5940215612,1,641.3,0.6689
2310020,秋田市八橋運動公園＊,防災科研,39.722497,140.1002,5940406831,13,160.7,2.1747
2310030,秋田市消防庁舎＊,自治体,39.72,140.1,5940406724,15,190.9,1.8779
2310031,秋田市河辺和田＊,自治体,39.6528,140.2154,5940318713,11,295.6,1.2938
2310032,秋田市雄和妙法（旧）＊,自治体,39.58,140.17,5940219341,8,443.5,0.9157
2310033,秋田市雄和妙法＊,自治体,39.58,140.17,5940219341,8,443.5,0.9157
2310034,秋田市雄和新波＊,自治体,39.5259,140.2342,5940213821,10,280.4,1.3534
2311300,由利本荘市石脇,気象庁,39.3988,140.0469,5940007344,17,194.5,1.8484
2311320,由利本荘市桜小路＊,防災科研,39.383,140.0499,5940005344,8,345.2,1.1338
2311321,由利本荘市鳥海町伏見＊,防災科研,39.1939,140.1902,5840613513,8,479.5,0.8568
2311330,由利本荘市尾崎＊,自治体,39.38,140.05,5940005431,8,331.9,1.1722
2311331,由利本荘市矢島町矢島町（旧）＊,自治体,39.23,140.13,5840617032,1,641.3,0.6689
2311332,由利本荘市岩城内道川＊,自治体,39.5438,140.0568,5940205423,17,194.5,1.8484
2311333,由利本荘市前郷（旧）＊,自治体,39.32,140.1,5840708724,13,168,2.0939
2311334,由利本荘市西目町沼田＊,自治体,39.3483,140.0182,5940001134,17,194.5,1.8484
2311335,由利本荘市東由利老方＊,自治体,39.3002,140.2868,5840726222,10,376.8,1.0523
2311336,由利本荘市岩谷町（旧）＊,自治体,39.45,140.1,5940104722,10,282,1.347
2311337,由利本荘市鳥海町伏見（旧）＊,自治体,39.2,140.18,5840614412,8,472.6,0.8675
2311338,由利本荘市矢島町矢島町＊,自治体,39.229,140.1317,5840617023,8,471.7,0.869
2311339,由利本荘市岩谷町＊,自治体,39.4435,140.0959,5940103721,12,209.4,1.7355
2311340,由利本荘市前郷＊,自治体,39.3126,140.1077,5840707841,8,398.8,1.0026
2311360,西目町沼田＊,自治体,39.35,140.02,5940002121,17,194.5,1.8484
2311361,東由利町老方（旧）＊,自治体,39.3,140.28,5840726212,8,476.6,0.8613
2311430,にかほ市平沢＊,自治体,39.2869,139.9616,5839774624,8,366.4,1.0776
2311431,にかほ市金浦＊,自治体,39.2536,139.9223,5839770324,5,269.8,1.3989
2311432,にかほ市象潟町浜ノ田＊,自治体,39.2031,139.9076,5839674223,15,174.2,2.0309
2320000,大館市比内町味噌内,気象庁,40.1916,140.6326,6040252043,8,508.9,0.8145
2320020,大館市桜町＊,防災科研,40.267697,140.565897,6040342512,8,428.6,0.9429
2320030,大館市中城＊,自治体,40.27,140.57,6040342523,8,433.9,0.9331
2320031,大館市比内町扇田＊,自治体,40.219,140.5838,6040246623,11,331.1,1.1749
2320032,大館市早口（旧）＊,自治体,40.27,140.45,6040332524,10,322.4,1.2018
2320033,大館市早口＊,自治体,40.2702,140.4468,6040332523,8,442.7,0.9173
2320130,鹿角市花輪（旧）＊,自治体,40.22,140.78,6040266214,10,374.6,1.0576
2320131,鹿角市花輪＊,自治体,40.2158,140.7885,6040265333,11,347.1,1.1283
2320220,小坂町小坂砂森＊,防災科研,40.327897,140.742797,6040359914,11,360.1,1.0936
2320230,小坂町小坂鉱山＊,自治体,40.33,140.75,6040369031,5,317,1.219
2320231,小坂町小坂上谷地＊,自治体,40.33,140.73,6040359832,5,322.4,1.2019
2320930,上小阿仁村小沢田＊,自治体,40.0633,140.2958,6040027341,10,342.5,1.1414
2321000,北秋田市花園町,気象庁,40.226,140.3707,6040227921,8,346.8,1.1294
2321020,北秋田市阿仁水無＊,防災科研,39.994997,140.403097,5940739213,8,473.1,0.8668
2321030,北秋田市米内沢（旧）＊,自治体,40.12,140.38,6040134014,8,452.4,0.9005
2321031,北秋田市阿仁銀山＊,自治体,40,140.4,6040030211,8,469.9,0.8717
2321032,北秋田市新田目（旧）＊,自治体,40.17,140.33,6040220614,8,380.9,1.0427
2321033,北秋田市米内沢＊,自治体,40.1186,140.3815,6040134021,8,472.5,0.8677
2321034,北秋田市新田目＊,自治体,40.1591,140.3289,6040129612,8,381,1.0424
2321070,鷹巣通報所,気象庁,40.23,140.37,6040227941,8,355.7,1.1051
2330000,横手市雄物川町今宿,気象庁,39.2909,140.4298,5840734434,11,318.2,1.2153
2330020,横手市安田柳堤地内＊,防災科研,39.297497,140.5629,5840745531,11,344.9,1.1345
2330030,横手市中央町＊,自治体,39.3138,140.5667,5840747532,11,327,1.1872
2330031,横手市増田町増田＊,自治体,39.2013,140.5421,5840644312,11,340.7,1.1466
2330032,横手市平鹿町浅舞（旧）＊,自治体,39.27,140.48,5840732814,11,322.7,1.2009
2330033,横手市大森町＊,自治体,39.3426,140.4342,5940031421,13,177.8,1.9957
2330034,横手市十文字町＊,自治体,39.2243,140.5227,5840646144,11,335.9,1.1604
2330035,横手市山内土渕（旧）＊,自治体,39.28,140.62,5840743941,8,479.6,0.8568
2330036,横手市大雄（旧）＊,自治体,39.33,140.47,5840739741,11,313.2,1.2318
2330037,横手市大雄＊,自治体,39.3338,140.4749,5940030722,11,314.4,1.2277
2330038,横手市山内土渕＊,自治体,39.2779,140.6205,5840743923,8,472.4,0.8679
2330039,横手市平鹿町浅舞＊,自治体,39.2632,140.4891,5840731931,11,324.9,1.1939
2330070,横手通報所,気象庁,39.32,140.55,5840748413,11,323.8,1.1973
2330100,湯沢市沖鶴,気象庁,39.174,140.4796,5840630834,11,326.1,1.1899
2330120,湯沢市寺沢＊,防災科研,39.0384,140.450997,5840434631,11,359.7,1.0947
2330130,湯沢市佐竹町（旧）＊,自治体,39.17,140.5,5840640013,1,641.3,0.6689
2330131,湯沢市川連町＊,自治体,39.1499,140.5722,5840547544,8,475.2,0.8634
2330132,湯沢市横堀（旧）＊,自治体,39.07,140.45,5840438524,11,361.3,1.0907
2330133,湯沢市皆瀬＊,自治体,39.074,140.5867,5840448644,8,519.9,0.7998
2330134,湯沢市佐竹町＊,自治体,39.1643,140.4956,5840539941,11,353.9,1.1101
2330135,湯沢市横堀＊,自治体,39.0606,140.4469,5840437524,11,353.1,1.1121
2332630,羽後町西馬音内（旧）＊,自治体,39.2,140.42,5840634321,11,328.5,1.1826
2332631,羽後町西馬音内＊,自治体,39.1993,140.4129,5840633333,11,332,1.172
2332720,東成瀬村椿川＊,防災科研,39.1462,140.717,5840557732,1,641.3,0.6689
2332730,東成瀬村田子内＊,自治体,39.1792,140.6489,5840651142,8,504.6,0.8204
2332900,秋田美郷町六郷東根,気象庁,39.3992,140.6301,5940057034,1,641.3,0.6689
2332930,秋田美郷町土崎＊,自治体,39.4616,140.582,5940145623,11,330.5,1.1765
2332931,秋田美郷町六郷＊,自治体,39.42,140.55,5940140413,11,325.8,1.191
2332932,秋田美郷町飯詰＊,自治体,39.38,140.53,5940045232,11,311,1.239
2333020,大仙市協和境唐松岳＊,防災科研,39.6069,140.3213,5940322543,8,457,0.8927
2333030,大仙市大曲花園町（旧）＊,自治体,39.45,140.48,5940134812,13,168.9,2.0842
2333031,大仙市神宮寺（旧）＊,自治体,39.5,140.43,5940230412,13,171.9,2.0532
2333032,大仙市刈和野＊,自治体,39.5461,140.3697,5940225941,13,171.7,2.0561
2333033,大仙市北長野＊,自治体,39.5445,140.5439,5940245323,13,175.9,2.0134
2333034,大仙市協和境野田＊,自治体,39.62,140.32,5940324523,8,458.2,0.8908
2333035,大仙市南外＊,自治体,39.4496,140.3644,5940123933,8,426.9,0.9461
2333036,大仙市高梨（旧）＊,自治体,39.47,140.5,5940146013,13,167.2,2.1028
2333037,大仙市太田町太田＊,自治体,39.5145,140.5977,5940241742,11,333.8,1.1665
2333038,大仙市大曲花園町＊,自治体,39.4531,140.4755,5940134813,12,220.7,1.6595
2333039,大仙市高梨＊,自治体,39.4619,140.5064,5940145023,11,303.6,1.2647
2333040,大仙市神宮寺＊,自治体,39.4921,140.4256,5940139411,14,183.8,1.9397
2333100,仙北市角館町東勝楽丁,気象庁,39.5962,140.5617,5940341442,12,240.4,1.5429
2333120,仙北市西木町上桧木内＊,防災科研,39.8128,140.580297,5940547632,8,522.5,0.7964
2333121,仙北市田沢湖生保内上清水＊,防災科研,39.6991,140.718097,5940453734,10,419.9,0.9594
2333122,仙北市角館町小勝田＊,防災科研,39.594997,140.555397,5940341414,13,180.8,1.9673
2333123,仙北市田沢湖田沢＊,防災科研,39.773897,140.666697,5940552334,10,436.2,0.9288
2333130,仙北市田沢湖生保内宮ノ後＊,自治体,39.7001,140.7306,5940454812,8,497.4,0.8306
2333131,仙北市西木町上荒井＊,自治体,39.6562,140.5714,5940348541,11,336.8,1.1577
2333170,鎧畑通報所,気象庁,39.77,140.68,5940552414,5,317.7,1.2168
2400000,鶴岡市馬場町,気象庁,38.7271,139.8274,5839067613,11,282.9,1.3433
2400001,鶴岡市温海川,気象庁,38.5961,139.7104,5739751642,1,641.3,0.6689
2400020,鶴岡市温海＊,防災科研,38.6276,139.588897,5739745713,8,419.8,0.9597
2400021,鶴岡市道田町＊,防災科研,38.729197,139.801297,5839067431,13,167,2.1044
2400030,鶴岡市藤島＊,自治体,38.7659,139.9047,5839171234,13,160.2,2.1802
2400031,鶴岡市羽黒町（旧）＊,自治体,38.72,139.9,5839076213,11,298,1.2852
2400032,鶴岡市上山添＊,自治体,38.6788,139.8501,5839061813,11,309.2,1.2454
2400033,鶴岡市下名川＊,自治体,38.6116,139.8345,5739763624,8,456.6,0.8934
2400034,鶴岡市羽黒町＊,自治体,38.7189,139.9013,5839076213,11,298,1.2852
2400070,荒沢通報所,気象庁,38.5,139.78,5739660212,1,641.3,0.6689
2400100,酒田市亀ヶ崎（旧）,気象庁,38.92,139.85,5839360724,15,165.1,2.1256
2400101,酒田市飛島,気象庁,39.1978,139.5531,5839643431,8,257.7,1.4545
2400102,酒田市亀ケ崎,気象庁,38.9085,139.8435,5839269712,15,164.2,2.1354
2400120,酒田市宮野浦＊,防災科研,38.914,139.8127,5839269531,15,160.7,2.1746
2400130,酒田市本町（旧）＊,自治体,38.92,139.83,5839360614,17,194.5,1.8484
2400131,酒田市観音寺（旧）＊,自治体,38.97,139.95,5839376524,11,317.9,1.2162
2400132,酒田市山田（旧）＊,自治体,38.87,139.95,5839274524,8,423.9,0.9517
2400133,酒田市飛鳥＊,自治体,38.8888,139.9289,5839276432,13,163.5,2.1433
2400134,酒田市山田＊,自治体,38.8576,139.9545,5839272634,8,412.1,0.9749
2400135,酒田市観音寺＊,自治体,38.9711,139.9423,5839376532,11,302.1,1.2702
2400136,酒田市本町＊,自治体,38.9144,139.8365,5839269642,17,194.5,1.8484
2400730,三川町横山（旧）＊,自治体,38.8,139.85,5839166722,13,157.4,2.2132
2400731,三川町横山＊,自治体,38.7945,139.8496,5839165724,13,157.4,2.2132
2401000,遊佐町遊佐,気象庁,39.012,139.9086,5839471223,12,206.7,1.7547
2401001,遊佐町小原田,気象庁,39.0162,139.9306,5839471434,11,306.4,1.2549
2401030,遊佐町舞鶴（旧）＊,自治体,39.02,139.9,5839472213,13,155.7,2.2343
2401031,遊佐町舞鶴＊,自治体,39.0146,139.9074,5839471243,12,206.4,1.7571
2401420,庄内町清川＊,防災科研,38.789497,140.018497,5840104132,3,493.9,0.8355
2401430,庄内町狩川＊,自治体,38.7888,139.9644,5839174731,11,290.9,1.3118
2401431,庄内町余目＊,自治体,38.8499,139.9047,5839271234,12,200.6,1.8005
2410000,新庄市東谷地田町,気象庁,38.7574,140.3122,5840120444,8,374.8,1.0569
2410020,新庄市堀端町＊,防災科研,38.767897,140.2957,5840122321,8,352.5,1.1137
2410030,新庄市沖の町＊,自治体,38.77,140.3,5840122413,8,359.6,1.0951
2410031,新庄市住吉町＊,自治体,38.767,140.3025,5840122411,8,359.4,1.0955
2410300,山形金山町中田,気象庁,38.9215,140.3562,5840320832,1,641.3,0.6689
2410330,山形金山町金山＊,自治体,38.8836,140.3394,5840226711,8,498.5,0.829
2410430,最上町向町（旧）＊,自治体,38.77,140.52,5840142123,6,405.6,0.9882
2410431,最上町向町＊,自治体,38.7584,140.5193,5840141121,8,423.4,0.9527
2410530,舟形町舟形（旧）＊,自治体,38.68,140.32,5840021541,3,487.2,0.8453
2410531,舟形町舟形＊,自治体,38.6914,140.3198,5840022543,8,414.9,0.9692
2410630,真室川町新町（旧）＊,自治体,38.85,140.25,5840222011,12,245.4,1.516
2410631,真室川町新町＊,自治体,38.8579,140.2523,5840222033,12,245,1.5183
2410720,大蔵村肘折＊,防災科研,38.606997,140.1621,5740712244,5,316.4,1.2213
2410730,大蔵村清水（旧）＊,自治体,38.7,140.23,5840014812,22,335.6,1.1614
2410731,大蔵村清水＊,自治体,38.7041,140.2304,5840014814,10,332.8,1.1698
2410830,鮭川村佐渡＊,自治体,38.7965,140.2221,5840115742,8,464.1,0.8811
2410930,戸沢村古口＊,自治体,38.7375,140.1438,5840018141,10,321.8,1.2037
2420000,山形市緑町,気象庁,38.2562,140.3459,5740320741,11,358.6,1.0976
2420020,山形市薬師町＊,防災科研,38.260397,140.3488,5740321722,11,357.3,1.101
2420030,山形市旅篭町＊,自治体,38.2554,140.3396,5740320731,11,356.3,1.1035
2420120,寒河江市西根＊,防災科研,38.3898,140.2743,5740426144,8,399.6,1.0008
2420130,寒河江市中央＊,自治体,38.381,140.276,5740425231,8,399.6,1.0008
2420230,上山市河崎＊,自治体,38.1496,140.2678,5740127134,11,362.6,1.0873
2420330,村山市中央＊,自治体,38.4833,140.3804,5740537034,11,330.9,1.1752
2420430,天童市老野森＊,自治体,38.3623,140.3779,5740433013,11,341.5,1.1441
2420520,東根市中央＊,防災科研,38.430597,140.3907,5740531132,8,474.8,0.8641
2420530,東根市中央（旧）＊,自治体,38.43,140.38,5740531032,8,414.9,0.9693
2420630,山辺町山辺＊,自治体,38.3,140.27,5740326121,11,345.2,1.1339
2420631,山辺町緑ヶ丘＊,自治体,38.28,140.27,5740323141,11,343.7,1.1379
2420632,山辺町緑ケ丘＊,自治体,38.2891,140.2622,5740324042,8,479.7,0.8566
2420730,山形中山町長崎（旧）＊,自治体,38.33,140.28,5740329232,13,179.9,1.9754
2420731,中山町長崎＊,自治体,38.3331,140.283,5740329243,12,250.9,1.488
2420800,河北町谷地,気象庁,38.4266,140.3136,5740521511,11,336.4,1.1591
2420830,河北町役場（旧）＊,自治体,38.43,140.32,5740521541,11,333.9,1.1665
2420831,河北町役場＊,自治体,38.4264,140.3142,5740521511,11,336.4,1.1591
2420920,西川町大井沢＊,防災科研,38.385597,139.992097,5739476914,1,641.3,0.6689
2420930,西川町海味＊,自治体,38.4265,140.1474,5740511122,8,509.8,0.8132
2421030,山形朝日町宮宿＊,自治体,38.2992,140.1459,5740315143,10,407.3,0.9847
2421130,大江町左沢＊,自治体,38.3807,140.2069,5740415641,8,473.1,0.8668
2421220,尾花沢市若葉町＊,防災科研,38.600097,140.405397,5740732212,8,461.8,0.8848
2421230,尾花沢市若葉町（旧）＊,自治体,38.6,140.4,5740732211,8,466.3,0.8774
2421270,尾花沢通報所,気象庁,38.6,140.4,5740732211,8,466.3,0.8774
2421330,大石田町緑町＊,自治体,38.5938,140.3727,5740721924,8,438.3,0.925
2430000,米沢市駅前,気象庁,37.9125,140.1211,5640609941,11,367,1.0762
2430001,米沢市アルカディア,気象庁,37.9127,140.1436,5640619132,11,366.6,1.0772
2430020,米沢市林泉寺＊,防災科研,37.904297,140.0996,5640608742,11,368,1.0737
2430030,米沢市金池＊,自治体,37.9223,140.1166,5640700932,11,368.6,1.0721
2430070,米沢通報所,気象庁,37.92,140.1,5640700724,11,367.3,1.0753
2430130,長井市ままの上（旧）＊,自治体,38.1,140.03,5740102212,11,360.5,1.0927
2430131,長井市ままの上＊,自治体,38.1075,140.0405,5740102333,11,360.6,1.0924
2430230,南陽市三間通＊,自治体,38.0551,140.1484,5740016142,11,366,1.0786
2430330,高畠町高畠＊,自治体,38.0028,140.1891,5740010513,11,364.1,1.0835
2430430,山形川西町上小松＊,自治体,38.0045,140.0458,5740000341,11,364,1.0836
2430500,山形小国町岩井沢,気象庁,38.0562,139.7478,5739056942,10,393.9,1.0132
2430530,山形小国町小国小坂町＊,自治体,38.0616,139.7434,5739057914,10,403.2,0.9933
2430600,白鷹町黒鴨,気象庁,38.2243,140.062,5740206444,10,437.3,0.9268
2430630,白鷹町荒砥（旧）＊,自治体,38.18,140.1,5740201742,8,490.7,0.8402
2430631,白鷹町荒砥＊,自治体,38.1831,140.0984,5740201744,8,493.1,0.8366
2430720,飯豊町上原＊,防災科研,37.920697,139.869697,5639760923,8,538,0.7769
2430730,飯豊町椿＊,自治体,38.0457,139.9876,5739075913,8,517.5,0.803
2500000,福島市松木町,気象庁,37.7585,140.4706,5640531721,11,328.4,1.1831
2500020,福島市桜木町＊,防災科研,37.761297,140.479897,5640531814,10,345.4,1.1333
2500030,福島市五老内町（旧）＊,自治体,37.77,140.47,5640532723,3,486.5,0.8464
2500031,福島市飯野町＊,自治体,37.6573,140.5376,5640348333,10,410.3,0.9786
2500032,福島市五老内町＊,自治体,37.7608,140.4748,5640531724,11,326.8,1.1879
2500100,郡山市朝日,気象庁,37.4009,140.36,5640028822,8,388.2,1.0259
2500120,郡山市開成＊,防災科研,37.396097,140.3622,5640027842,8,396.6,1.0074
2500121,郡山市湖南町＊,防災科研,37.395697,140.132497,5640017023,10,468.7,0.8736
2500170,郡山通報所,気象庁,37.38,140.35,5640025742,8,412.4,0.9743
2500200,白河市郭内,気象庁,37.1322,140.2155,5540515733,6,405.6,0.9882
2500220,白河市新白河＊,防災科研,37.122797,140.191397,5540514532,8,453.6,0.8984
2500230,白河市八幡小路（旧）＊,自治体,37.13,140.22,5540515741,8,515.9,0.8052
2500231,白河市表郷（旧）＊,自治体,37.05,140.3,5540426411,10,446,0.9114
2500232,白河市東＊,自治体,37.1022,140.3489,5540522724,8,469.5,0.8725
2500233,白河市大信（旧）＊,自治体,37.2,140.25,5540624011,10,410.2,0.9788
2500234,白河市表郷＊,自治体,37.0544,140.3056,5540426432,10,445.1,0.913
2500235,白河市大信＊,自治体,37.2038,140.2486,5540614924,10,407,0.9854
